Date,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainTomarrow
6/1/2013,10.8,21,0,4,0.9,37,15,15,74,45,1023.9,1017.6,7,8,15.3,20.7,No
6/2/2013,13.4,17,5.8,4.4,3.4,52,17,28,97,84,1013.9,1012,8,7,13.4,15.5,Yes
6/3/2013,5.7,17.8,5.8,2.2,9.7,41,15,28,83,46,1021.1,1020,1,1,10.4,17,Yes
6/4/2013,0.8,20.4,0,3.2,9.9,19,9,4,78,28,1025.5,1023.2,1,5,9.3,19.4,No
6/5/2013,5.4,21.3,0,2.2,3.4,26,17,13,81,42,1027,1023.5,7,7,10.8,20.8,No
6/6/2013,10.8,22.1,0,2.2,1.9,33,19,11,82,58,1026.1,1022.5,7,7,15.4,21.2,No
6/7/2013,14.3,22.4,0,1.6,1.8,28,17,9,75,54,1025.4,1022.5,7,7,16.6,21.4,No
6/8/2013,11.8,24.6,0,2.6,6.8,30,7,20,88,42,1026.9,1024,6,5,14.9,24.2,No
6/9/2013,11.1,22.2,0,3,1.6,31,13,15,74,53,1026.6,1023.2,6,7,15.3,20.8,No
6/10/2013,14.1,17.1,0.4,1,0,30,13,19,92,82,1023.4,1020.5,7,7,14.7,16.7,No
6/11/2013,9.4,22.6,0.4,0.6,9.6,31,11,11,87,59,1021,1017.1,1,3,15.2,21.1,No
6/12/2013,12.9,23.2,0,2.4,4.1,52,30,9,81,97,1015.1,1011.5,5,8,18.5,15.7,No
6/13/2013,13.2,17.2,15.6,4,5.4,30,17,17,86,65,1012.8,1010.5,3,7,14.6,16.4,Yes
6/14/2013,8.4,15.8,0,3,4.5,37,13,19,79,56,1013.4,1011.2,6,7,11.6,14.5,No
6/15/2013,9.6,15,0,3.8,5.5,35,24,17,86,63,1015.2,1014.6,8,6,11.6,13.9,No
6/16/2013,2.9,15.8,0,2.6,7.4,31,9,20,99,39,1017.5,1013.6,8,1,7.4,15.6,No
6/17/2013,1.2,15.6,0,2.4,9.2,41,0,19,84,38,1014.4,1011.3,4,2,8.1,14.8,No
6/18/2013,1.1,14.8,0,2,10,33,4,22,84,41,1016.9,1014.6,1,2,7.4,14.4,No
6/19/2013,-0.1,16.6,0,2.4,8.9,30,11,20,82,44,1021.7,1018.7,1,5,6.4,16,No
6/20/2013,6.3,15.5,0,2.6,0.1,20,0,2,75,44,1022.1,1018.9,7,7,9.9,15.1,No
6/21/2013,8,18,0,2.6,6.2,26,11,17,78,46,1019.9,1017.1,6,5,11.1,16.1,No
6/22/2013,2.3,18.4,0,3.6,9.9,15,9,11,87,38,1023,1020.9,1,5,9.1,18,No
6/23/2013,2.6,18.3,0,3,7.2,26,17,6,71,39,1026,1023,4,6,9.8,16.9,No
6/24/2013,1.7,17.5,0,1.2,8.8,31,7,22,76,27,1023.7,1019.8,1,6,9.1,15.9,No
6/25/2013,0.9,10.5,0,2.6,0.7,31,15,19,77,91,1018,1016,7,8,6.9,10.2,No
6/26/2013,0.4,16.7,1.4,0.4,9.3,24,9,15,97,57,1020.2,1016.8,6,1,4.5,16.2,Yes
6/27/2013,4.4,15.9,0,1.2,1.4,30,13,15,89,86,1019.9,1017.1,7,7,11.7,15.5,No
6/28/2013,9.6,21,1.2,4.2,7.3,30,13,6,81,51,1021.1,1018.5,3,6,14.5,19.5,Yes
6/29/2013,9.9,17.5,0,3.2,1.4,22,13,0,94,71,1023.2,1020.6,8,8,12.7,17.4,No
6/30/2013,6,18.4,1.2,0.6,5,37,6,19,100,55,1022.4,1019.8,7,2,8.3,18.1,Yes
7/1/2013,6.5,19.7,0.2,1.4,9.7,46,19,30,80,51,1020.9,1017.9,1,1,12.4,19.3,No
7/2/2013,5.9,20.8,0,3.6,9.9,37,17,28,88,46,1021.9,1019.3,0,1,12,19.8,No
7/3/2013,2.2,21.7,0,3.6,10,26,17,7,76,41,1024.1,1021.7,0,0,11.8,21.3,No
7/4/2013,6.7,23.1,0,1.8,8.4,39,13,17,77,42,1022,1016.4,1,4,14.5,21.8,No
7/5/2013,13.8,21.9,0,4,7.6,39,9,15,73,24,1017.2,1015.7,7,2,15.8,21.4,No
7/6/2013,4.3,18.8,0,4,9.9,28,0,13,68,35,1023,1021.4,0,1,10.8,18.5,No
7/7/2013,-0.2,17.2,0,3.4,10.1,30,9,11,61,24,1028.5,1026,0,0,8.4,17.1,No
7/8/2013,-1.3,17.3,0,2.2,10.1,24,9,15,68,27,1031.8,1029,0,0,7.3,16.8,No
7/9/2013,0.6,19.1,0,2.6,8.6,33,15,13,68,38,1031.4,1027.6,5,6,9.9,17.3,No
7/10/2013,8.7,19.8,0,3,1,30,15,7,61,50,1030.6,1028.2,7,7,13.2,19.2,No
7/11/2013,7.5,21.1,0,1.8,10.1,30,15,6,71,44,1032.7,1029.4,1,2,13.4,20.2,No
7/12/2013,8.5,21.3,0,3.8,9.3,24,11,0,65,38,1031.1,1027.2,4,3,14.4,20.8,No
7/13/2013,5.7,21.6,0,2.4,10,31,13,4,76,42,1028.7,1025.2,0,3,12.8,21,No
7/14/2013,6.5,20.9,0,2.6,8,28,13,15,67,36,1027.8,1025,4,6,13.4,20,No
7/15/2013,11.1,20.7,0,2.6,1.7,35,15,13,75,53,1026.4,1022.9,7,7,13.6,19.8,No
7/16/2013,12.1,22.5,1.6,2.2,7.7,37,20,17,84,47,1025.9,1022.9,6,3,15.4,21.6,Yes
7/17/2013,8.2,22.6,0,3.2,9.9,31,17,19,77,46,1025.8,1021.4,1,2,15.5,22.2,No
7/18/2013,8.9,22.4,0,3,8.7,41,19,28,75,45,1024.6,1019.7,6,7,15.4,21.6,No
7/19/2013,12.5,23,0,4,5.3,52,30,9,75,95,1019.6,1015.9,3,8,16.6,16.7,No
7/20/2013,13.1,18.1,22,4,0.7,35,24,20,97,55,1014.8,1012.5,8,6,14.5,17.5,Yes
7/21/2013,3.1,15.6,3.2,0.6,8.1,26,4,9,83,42,1020.5,1018,1,5,9.4,14.9,Yes
7/22/2013,5.3,17.2,0,2.8,9.1,31,15,15,74,41,1023.1,1020.8,4,5,10.3,16.1,No
7/23/2013,0.5,15.3,0,1.8,9.1,37,0,22,70,45,1025.1,1022.5,1,5,8.2,14.2,No
7/24/2013,2.4,16.8,0,2,9.2,31,20,20,93,45,1026.9,1024.6,1,1,7.3,16.4,No
7/25/2013,4.1,19.9,0,3,10.3,24,9,7,75,36,1028.5,1025.6,1,1,10,18.6,No
7/26/2013,3.9,19.6,0,3.6,10.1,20,9,11,79,41,1028.8,1025.7,5,1,11.1,18.9,No
7/27/2013,2.1,20.9,0,1.8,10.2,28,13,7,68,34,1029.6,1026.2,0,0,11,20.2,No
7/28/2013,6.2,21,0,2,10.4,41,17,22,71,36,1029.8,1025.8,1,3,13,20.7,No
7/29/2013,6.5,19.6,0,3.8,5.5,35,20,17,69,49,1026.6,1022.7,5,7,15.3,18.6,No
7/30/2013,7.4,20.4,0,2.6,7.7,35,15,19,71,45,1021.1,1017.8,6,5,14.7,19.6,No
7/31/2013,4.8,21.3,0,3.6,10,33,17,17,65,35,1021,1017.9,0,5,14.6,20.8,No
8/1/2013,4.4,21.5,0,3.4,10.3,20,9,0,71,41,1021.5,1018,0,5,13.5,20.4,No
8/2/2013,7.3,21.7,0,3,9.8,31,19,17,71,31,1019.8,1016.3,5,6,15.4,20.7,No
8/3/2013,1.9,19.8,0,3.4,10.3,37,0,24,60,28,1020.9,1017.1,1,2,10.9,19.3,No
8/4/2013,1.9,19.1,0,3.8,10.3,37,7,19,63,34,1020,1017.2,1,2,10.6,18.6,No
8/5/2013,3.8,20.3,0,2.6,10.4,30,7,15,63,39,1021.8,1018.1,1,2,12.5,19.2,No
8/6/2013,2.3,22.2,0,2.4,10.3,28,15,9,69,26,1020.7,1015.3,4,1,11.4,21.7,No
8/7/2013,4.3,24.7,0,3.4,7.8,33,15,22,54,17,1016.1,1011.2,2,4,12.9,23,No
8/8/2013,7.3,16.3,0,5,10.6,57,30,41,62,28,1015.8,1013.1,2,1,10.8,15.9,No
8/9/2013,1.3,18.5,0,6.2,10.1,31,11,17,70,30,1020.7,1017.3,0,1,9.5,18.1,No
8/10/2013,2.6,22.5,0,2.6,10.6,31,11,13,62,20,1020.3,1017.6,2,1,10.9,22.1,No
8/11/2013,7,25.5,0,4.4,10.2,24,13,9,44,22,1019.7,1015.5,2,2,15.7,25,No
8/12/2013,11.8,28.7,0,4.6,8.1,65,19,28,40,9,1013.2,1008.1,1,6,17.8,27.9,No
8/13/2013,4.3,21.6,0,7.4,10.7,28,7,15,66,8,1018.9,1016.6,0,1,12.4,20.9,No
8/14/2013,2.2,23.1,0,5.4,5.8,28,15,9,36,26,1017.8,1012.4,7,7,12.4,21.9,No
8/15/2013,5.4,18.7,0,2.4,10.7,52,31,28,56,18,1022.1,1019.9,1,NA,11.3,18,No
8/16/2013,0.8,22.5,0,6.4,10.3,44,20,26,34,16,1023.5,1017.1,0,2,11.9,21.3,No
8/17/2013,11.8,16.8,1,5.8,1.2,NA,20,17,88,91,1016.6,1013.7,8,7,13.5,15.4,No
8/18/2013,5.8,20.2,3.8,3,8.1,19,7,4,99,25,1021.1,1017.3,NA,0,10.9,19.8,Yes
8/19/2013,2.4,22.5,0,3,10.7,39,9,24,67,14,1017.8,1012.3,5,1,11.4,22.2,No
8/20/2013,2.1,15,0,5.2,11,48,19,28,55,24,1019.2,1016.3,1,1,9.2,14.3,No
8/21/2013,-1.1,15.9,0,5,10.9,39,13,20,53,23,1020.3,1016.4,1,1,7.9,15.3,No
8/22/2013,-0.5,18.1,0,4,10.3,NA,13,15,59,25,1019.3,1015.7,7,4,8.4,16.8,No
8/23/2013,0,20.9,0,3.8,10.9,43,4,28,43,24,1019.3,1016.4,1,5,11.7,20.7,No
8/24/2013,3.3,21.5,0,4,11.1,39,13,24,58,34,1023.6,1021.2,1,3,13.7,20.9,No
8/25/2013,4,23.4,0,4.6,11.1,30,20,9,59,29,1026.4,1022.6,0,1,14.7,22.7,No
8/26/2013,3.7,24.3,0,4,11.2,30,17,11,57,16,1025.8,1021.4,0,1,15.4,23.6,No
8/27/2013,5.9,25.4,0,4.4,11,30,15,7,37,19,1023,1019,1,0,16.5,24.7,No
8/28/2013,7.3,27,0,5.2,11.1,30,15,9,37,18,1021.9,1018.2,0,1,18.3,26.4,No
8/29/2013,9.7,27.9,0,5.8,10.7,46,30,17,49,25,1022.9,1017.3,1,2,18.3,27.5,No
8/30/2013,15.4,29.2,0,7.8,10.5,50,35,22,62,22,1021.3,1015.8,3,1,19.4,28.9,No
8/31/2013,9,27,0,7.8,6.1,46,13,28,65,22,1023,1021.9,7,6,17.2,24.5,No
9/1/2013,9.9,29,0,4,10.9,37,9,17,50,19,1025.7,1022.6,5,3,19.7,28.5,No
9/2/2013,8.6,26.2,0,6.8,11.2,35,19,7,48,21,1029.6,1025.9,1,1,18,25.7,No
9/3/2013,9.8,25.6,0,4.8,11.2,31,17,6,51,29,1031.3,1027.6,0,1,18.6,24.9,No
9/4/2013,7.7,24.6,0,5,10.9,26,13,9,48,30,1032.7,1027.5,0,1,17.7,23.7,No
9/5/2013,8,25,0,4.8,10.9,30,17,0,56,27,1031.5,1026,0,1,16.6,24.3,No
9/6/2013,7.9,27.9,0,4.4,10.9,26,17,4,48,20,1029.2,1024.3,1,3,18.3,26.9,No
9/7/2013,8.3,29.5,0,5.6,11,28,19,2,39,17,1027.1,1022.1,3,5,19.6,28.8,No
9/8/2013,9.2,30.7,0,6.2,10,30,19,2,42,14,1025.2,1019.9,6,5,19.4,29.7,No
9/9/2013,10.5,29.1,0,5.2,11,33,26,19,38,23,1021.7,1016.3,1,1,21.2,28.3,No
9/10/2013,13.2,29.5,0,7.6,11,41,24,20,52,15,1014.9,1008.8,1,3,20.5,28.8,No
9/11/2013,9.8,26.9,0,8.6,11.2,31,11,17,43,7,1014.2,1011.2,1,1,19.6,26.2,No
9/12/2013,5.5,27.1,0,6.8,11,31,7,19,31,10,1016.5,1011.6,1,1,18.5,26.6,No
9/13/2013,9.7,29.7,0,5.2,10.2,56,19,11,26,19,1016.3,1011.2,0,3,22.4,29,No
9/14/2013,14.9,27.3,0.4,8.2,11.2,46,20,28,58,14,1014.4,1011,1,0,21.7,27,No
9/15/2013,6.4,27.4,0,7.2,10.1,31,0,20,35,15,1017.4,1013.6,0,3,20.7,26.9,No
9/16/2013,15.8,18.8,1,7.6,0,76,17,28,93,89,1014.2,1008.2,8,8,16,17.5,No
9/17/2013,9.9,22.7,23.6,3.8,10.4,50,17,33,62,39,1007.6,1004.7,1,5,18.5,21.6,Yes
9/18/2013,7.7,26,0,4.8,11,39,11,20,58,22,1009.8,1006.6,1,1,17.7,25.2,No
9/19/2013,8.5,25,0,7,11.5,48,7,26,54,20,1010.2,1007.5,0,0,18.7,24.4,No
9/20/2013,6.1,24.5,0,7.2,11.4,54,7,26,39,17,1014.6,1010.7,0,0,18.3,24.1,No
9/21/2013,5.2,22.8,0,NA,11.4,31,17,17,35,20,1016.6,1012.3,0,0,16.6,22.5,No
9/22/2013,4.3,26.1,0,4.6,11.4,31,13,11,40,17,1016.4,1012.3,1,0,17.3,25.1,No
9/23/2013,7.2,30.9,0,7,11.3,33,19,13,33,8,1015.6,1010.2,0,1,19.8,30.5,No
9/24/2013,16.5,34,0,8.8,10.5,56,28,28,38,8,1009.5,1005.7,1,1,23.3,32.9,No
9/25/2013,12.3,34.4,0,10.6,11.2,35,22,6,22,9,1011.9,1008.4,0,0,26.2,33.9,No
9/26/2013,16.7,36.3,0,10.8,10.9,56,28,41,32,11,1010.5,1009,0,1,26.9,33.1,No
9/27/2013,5.8,30.7,0,7.8,11.6,48,11,4,23,4,1018.4,1012.8,0,0,19.6,29.9,No
9/28/2013,16.6,32.5,0,8,10.4,43,19,22,56,11,1015.8,1010.4,6,3,22.1,31.6,No
9/29/2013,7.6,28.5,0,8,11.3,39,13,13,19,9,1018.2,1013.9,0,0,22.1,28.1,No
9/30/2013,8.7,31.9,0,8,11.6,35,26,11,52,11,1019.3,1013.2,0,0,22.9,31.3,No
10/1/2013,16,34.7,0,9.4,4.8,83,30,33,48,15,1013.4,1007,7,8,24.6,32.5,No
10/2/2013,13.6,26.3,9,8.8,8.6,30,13,15,93,39,1017.2,1012.8,8,4,17.3,25.6,Yes
10/3/2013,11.5,22.3,0,4.6,11.3,67,31,39,40,15,1015.8,1014.7,1,1,17.8,20,No
10/4/2013,4.3,24.2,0,6.2,12,41,15,17,34,11,1021.6,1016.6,0,0,15.7,23.6,No
10/5/2013,6.3,28.8,0,6.4,11.6,31,17,2,36,10,1019,1013.6,3,6,19.5,28.1,No
10/6/2013,7.5,32.9,0,5.4,11.8,35,17,13,34,5,1014.2,1009.1,0,0,18.5,32.1,No
10/7/2013,9.7,31.6,0,9.2,9,46,4,31,27,7,1009.9,1007.9,1,7,20.1,30.6,No
10/8/2013,7.9,27.4,0,8.6,11.8,54,17,28,42,11,1014.8,1012.4,0,1,18.3,27,No
10/9/2013,8.1,29.3,0,11.6,11.8,33,19,4,52,16,1021.3,1017.1,0,0,18,28.3,No
10/10/2013,10.4,34.1,0,7.6,11.7,46,30,20,52,13,1017.6,1011.4,0,0,20.5,32.6,No
10/11/2013,15.2,31.3,0,12,11.6,52,19,26,28,14,1012,1011.3,0,0,24.8,30.1,No
10/12/2013,10.7,34,0,11.8,10.3,41,28,24,53,27,1015.3,1009.8,5,6,21.9,31.6,No
10/13/2013,20.6,31.2,0,11.8,2.5,63,28,28,57,33,1011.5,1006.5,8,7,22,28.4,No
10/14/2013,11.2,22.9,0.4,9.6,11.9,69,33,31,39,11,1017.7,1016.3,1,0,15.9,21.3,No
10/15/2013,4.5,25.1,0,10,12.3,31,13,11,30,9,1023.2,1020,0,0,15.5,23.5,No
10/16/2013,7.4,30,0,7.6,11.9,46,24,20,59,13,1021.7,1016.2,4,1,18.5,28.6,No
10/17/2013,17.7,33.6,0,10.8,9.1,74,37,30,41,22,1016.3,1010.6,3,3,21.9,33.4,No
10/18/2013,13.9,29,12.8,10,11.1,NA,NA,NA,34,12,1019.3,1017.4,5,4,18.5,28.6,Yes
10/19/2013,11,28.9,0,8,12.5,NA,NA,NA,52,20,1024.9,1019.5,0,1,19.3,27.7,No
10/20/2013,13.8,31.2,0,8,12.5,NA,17,7,53,21,1022.2,1016.8,0,1,20.3,29.8,No
10/21/2013,17.8,33.2,0,9.4,12.6,41,28,17,59,24,1019.8,1014.9,1,1,22.3,31.7,No
10/22/2013,18.9,34.6,0,10,12.5,46,33,26,51,21,1016.6,1011.9,1,1,24.2,33.7,No
10/23/2013,19,34.9,0,13,8,61,35,15,41,22,1012.1,1008.6,4,7,24.6,32.9,No
10/24/2013,18.8,27,0.2,9.6,10.4,52,31,33,38,9,1015.2,1014.9,7,1,20.5,26.1,No
10/25/2013,5.9,28.1,0,10.4,12.6,35,9,15,22,4,1021.6,1018.3,0,1,17.6,27.3,No
10/26/2013,6.7,27.8,0,8,12.4,46,15,28,18,7,1021.9,1018.3,1,0,19.6,26.6,No
10/27/2013,8.3,29.7,0,11.8,12.7,33,17,15,18,3,1021.6,1017.6,0,0,20.2,28.8,No
10/28/2013,11.8,33.6,0,7.6,11.6,50,35,15,60,16,1018.5,1013.6,4,2,21.3,31.4,No
10/29/2013,19.2,30.5,0,10.4,7.1,57,37,33,56,17,1010.7,1008.9,7,5,23.6,28.2,No
10/30/2013,10.3,29.8,0,10.8,12.8,43,15,11,40,18,1015.5,1012.6,0,1,21,28.8,No
10/31/2013,12.5,29.8,0,9.8,11.7,35,20,4,46,26,1019.4,1016,3,6,20.7,27.6,No
11/1/2013,16.2,30.5,0,8,11.3,43,33,7,49,22,1021.3,1017.4,1,6,22,29.2,No
11/2/2013,17.3,33,0,12,11.3,41,26,13,35,20,1021.2,1015.8,6,6,22.7,31.3,No
11/3/2013,16.2,37.4,0,10.4,11.9,54,19,22,25,7,1016.7,1011.7,1,6,26.4,36.1,No
11/4/2013,14.8,29.7,0,15,12.9,46,26,28,31,6,1018,1015.6,0,0,20.1,28.8,No
11/5/2013,15.2,29.3,0,13,11.9,43,26,13,36,21,1023.5,1018.9,4,1,18.9,28.1,No
11/6/2013,13.5,29.9,0,9.2,12.7,35,24,6,47,22,1022.2,1016.5,0,1,19.7,28.5,No
11/7/2013,15.7,32.3,0,12,12.6,43,28,22,48,17,1018.4,1013.6,0,1,21.8,30.5,No
11/8/2013,16.2,35.6,0,8,12.9,44,30,19,32,12,1014.7,1010.2,2,2,25.1,34.8,No
11/9/2013,21.7,36.8,0,15,9.2,56,20,28,26,18,1010.8,1006.8,7,6,25.1,34.1,No
11/10/2013,16.9,32.5,0,14.4,9.5,41,2,9,41,17,1011.1,1007.8,6,5,23.7,31.5,No
11/11/2013,15.3,31.6,0,8.4,NA,57,24,24,54,31,1012,1007,2,6,23.8,31.4,No
11/12/2013,17.5,31.1,NA,NA,NA,46,19,22,83,42,1012.6,1010.5,6,6,20.1,26.3,NA
11/13/2013,11,32,NA,NA,NA,39,19,17,67,8,1015.4,1011.5,NA,NA,22.1,30.3,NA
11/14/2013,11.4,32.6,NA,NA,NA,44,9,19,68,5,1014.9,1010.4,NA,NA,21.6,32,NA
11/15/2013,11.7,31.5,6.6,38.4,13,57,19,11,14,6,1013.7,1010.1,0,2,25.6,30.3,Yes
11/16/2013,11.8,32,0,12,12.7,50,15,17,44,10,1010.6,1006.9,2,7,23.2,29.6,No
11/17/2013,13.7,29.1,0,10.6,9.2,59,15,6,40,19,1011.2,1008.1,5,6,20.6,27.3,No
11/18/2013,11.2,27.6,0.6,7.6,12.1,54,11,30,48,20,1011.2,1007,3,6,20.7,26.9,No
11/19/2013,11,30.6,0,9.6,11.1,37,15,26,42,20,1010.3,1007.1,1,6,21.5,29.1,No
11/20/2013,14.5,35,0,9.8,12.5,44,13,17,33,14,1010.5,1006.6,2,2,26.1,33.4,No
11/21/2013,19.2,37,0,11.8,NA,48,35,15,48,16,1010.4,1006.1,3,4,25.5,34.9,No
11/22/2013,22.1,28.4,NA,NA,NA,NA,37,11,67,57,1009.1,1006.9,1,NA,22.6,27.3,NA
11/23/2013,19.6,31.1,NA,NA,NA,NA,NA,NA,76,90,1007.1,1001.9,4,8,22.8,19.6,NA
11/24/2013,13.6,30.3,NA,NA,13.5,NA,NA,NA,86,14,1006.9,1004.6,3,NA,20,29.4,NA
11/25/2013,13.2,31.4,13.6,34.6,13.2,57,6,22,37,13,1006.9,1003.9,1,1,21.7,30.3,Yes
11/26/2013,16,32,0,11.4,13.3,33,19,19,38,15,1010.8,1008.7,1,1,23.7,30.3,No
11/27/2013,15.7,32.8,0,12,13.3,37,20,15,50,18,1016.6,1012.1,0,1,21.9,30.7,No
11/28/2013,17,36.1,0,11.2,13,48,28,6,52,17,1013.6,1007.9,0,1,23.5,33.6,No
11/29/2013,20.7,23.3,0.6,15.6,0.6,48,15,19,87,83,1008.4,1006.6,8,8,21.2,22.3,No
11/30/2013,14.8,30.7,6,0.4,13.2,35,22,13,59,28,1012.8,1011.4,3,6,22.6,29.3,Yes
12/1/2013,13.3,30.1,0,11,12.9,35,20,13,46,21,1021.7,1018,1,1,20.9,28.8,No
12/2/2013,14.4,31.6,0,10.8,13.3,33,17,6,48,22,1021,1016.1,5,1,20.5,29.1,No
12/3/2013,15.4,34.1,0,10,13.4,37,26,15,49,15,1016.5,1011.1,0,1,22.8,32,No
12/4/2013,18.8,36.1,0,10.8,11.5,48,35,28,49,19,1010,1004,2,5,24.4,35.4,No
12/5/2013,19,27.2,8.6,14.2,9.5,63,41,39,95,29,1003,1003.8,8,5,19,26.3,Yes
12/6/2013,9,24.9,0.4,12.4,13.3,54,30,24,28,15,1015.8,1014.3,1,0,17,23.9,No
12/7/2013,8.5,30.4,0,8.8,13.7,33,22,7,35,14,1019.8,1016.4,0,3,20.4,28,No
12/8/2013,12.7,33.7,0,9.2,13.2,48,35,11,44,26,1018,1013.2,3,NA,22.8,31.8,No
12/9/2013,20.7,36.8,0,11.8,11.1,48,31,24,42,19,1013.1,1007.1,4,1,24.6,35.2,No
12/10/2013,23.8,35.7,0,15.2,1.6,56,35,9,39,24,1007.1,1004.5,7,7,26.9,33.9,No
12/11/2013,18.2,34.2,0,10.6,7,50,11,24,24,14,1008.1,1004.9,5,7,27.8,32.7,No
12/12/2013,17,33.4,0,12,9.7,37,0,17,31,11,1009.7,1006.5,7,3,22.7,31.9,No
12/13/2013,15.4,35.6,0,12,13.3,31,20,9,45,7,1011.3,1008.3,0,3,24.8,34.4,No
12/14/2013,18.9,36.5,0,12,13.3,44,30,17,54,40,1013.5,1010,0,6,26.4,35.5,No
12/15/2013,19.8,36.7,0,12.8,13.3,50,35,24,48,13,1014.7,1011.1,1,3,26,36.1,No
12/16/2013,21,36,0,11.8,11.9,85,33,11,46,25,1016,1011.7,3,7,25.3,34.5,No
12/17/2013,16.2,33.7,0,12.8,13.1,37,24,9,49,24,1018.2,1015.6,1,4,24.3,31.4,No
12/18/2013,17.7,35.6,0,11.4,13.4,48,20,20,48,18,1021.2,1017.1,1,NA,24.2,33.7,No
12/19/2013,18.1,34.8,0,14.4,13,41,26,4,42,11,1021.6,1017.1,1,1,23.2,33,No
12/20/2013,19.1,35.5,0,12.8,13,35,24,6,45,19,1020.6,1014.8,2,2,24.1,33,No
12/21/2013,20.9,37.9,0,13,13.3,37,28,11,41,20,1016.4,1012,0,3,26.2,35.6,No
12/22/2013,24.2,37.7,0,15.8,12.6,52,33,19,46,17,1015.6,1011.2,6,5,27.2,35.9,No
12/23/2013,23,37.8,0,13.8,12,48,33,15,47,19,1013.3,1009.7,5,7,26,36,No
12/24/2013,24.1,35.9,0,15.2,1.4,52,24,6,36,21,1013,1010.9,7,7,27.6,35.2,No
12/25/2013,24.4,34.4,0,11.4,3.8,52,28,19,56,24,1015.2,1011.4,7,7,26.3,32.7,No
12/26/2013,22.8,35.7,0,11,10.5,48,20,17,51,28,1012.2,1007.8,7,6,26.2,32.8,No
12/27/2013,17.8,38.5,0,15.8,13.5,57,13,31,38,10,1009.4,1005.2,3,5,29.1,36.8,No
12/28/2013,22.1,39.2,0,12,13.3,44,31,24,55,14,1009.7,1004.7,0,5,26.4,37.3,No
12/29/2013,23.4,43.6,0,12.6,13.2,56,24,28,50,8,1007.4,1003.7,1,1,29.9,42.4,No
12/30/2013,21.5,38.8,0,19,13.2,46,30,17,47,13,1009.1,1005,1,5,27.4,38.1,No
12/31/2013,22.2,37.7,0,14.6,12.8,41,20,17,55,18,1010.7,1007.2,4,1,26.6,35.6,No
1/1/2014,21.6,37.4,0,13,12.5,50,31,17,52,19,1012.4,1008.7,1,4,26.4,35.7,No
1/2/2014,24.8,39.9,0,14.8,9.3,50,28,19,44,27,1008.6,1004.6,7,5,29.4,38.1,No
1/3/2014,28.3,47.3,0,16,12,61,33,33,36,5,1001.9,995.9,1,6,33.4,45.8,No
1/4/2014,26.6,35.7,0,23.6,13.6,56,35,30,29,13,1002.9,1002.6,0,0,29.4,34.6,No
1/5/2014,14.8,36.7,0,15.4,13.5,39,15,20,25,7,1007.5,1004.7,0,0,26.2,35.5,No
1/6/2014,15.8,36.2,0,11.6,13.6,57,17,35,10,7,1008.5,1006.9,1,1,29.4,35.1,No
1/7/2014,13,36.3,0,18.8,13.4,54,15,13,34,15,1012.1,1008.7,5,1,25.1,34.3,No
1/8/2014,19,34.4,0,12.2,10.8,59,26,24,48,25,1016.4,1013.1,2,6,24.7,32.7,No
1/9/2014,20.3,30.8,0,14.2,2.3,52,19,20,56,31,1019.4,1016.6,7,7,22.1,29.4,No
1/10/2014,17.6,31.5,0,11.6,4.6,41,28,6,44,29,1019.8,1016,4,8,24.3,29.9,No
1/11/2014,22.1,33.7,0,8,9.9,37,28,11,53,28,1018.7,1013.7,5,6,25.5,33.1,No
1/12/2014,19.5,38.6,0,11,11.4,39,19,19,52,22,1015.8,1011.2,0,3,26,36,No
1/13/2014,21.8,35.8,0,13.2,13,39,24,6,50,21,1018,1013.6,1,2,24.5,33.1,No
1/14/2014,20.5,36.7,0,13.4,13.5,43,19,11,48,20,1019.6,1015.8,0,2,25.3,34,No
1/15/2014,20.5,36.7,0,14.4,13.3,46,22,6,49,20,1021.6,1016.6,0,1,25.2,34.5,No
1/16/2014,20.4,37.3,0,13.6,13.5,37,20,6,47,18,1019.5,1013.8,0,1,25.8,34.1,No
1/17/2014,22.5,36.1,0,16,13,39,28,9,47,26,1015.6,1011.2,0,5,25.6,33.1,No
1/18/2014,21.1,36.5,0,15,13.2,41,28,7,45,22,1013.8,1009,0,3,25.1,34.2,No
1/19/2014,22.3,38.5,0,16,12.8,57,30,13,52,22,1009.8,1004.3,0,1,25.5,36.2,No
1/20/2014,24.6,41.8,0,14.2,11.9,63,31,13,39,12,1005.9,1002.1,1,3,28.2,40.2,No
1/21/2014,27.4,42.5,0,15.6,13.1,54,33,28,41,11,1005,1002,1,1,31.1,40.8,No
1/22/2014,19.5,40.7,0,18.2,10.4,57,9,15,39,9,1009.9,1008.2,6,6,28.9,39.1,No
1/23/2014,22.9,23,0,15.6,0,NA,33,30,69,88,1017.6,1015.8,7,7,23,19.4,No
1/24/2014,17.2,30.2,20.8,9,1.2,41,24,17,69,52,1013.3,1009.5,7,7,22.6,28.7,Yes
1/25/2014,20.4,34.2,0.4,4.4,11.3,44,33,33,55,20,1011,1008.7,6,3,22.4,32.2,No
1/26/2014,19.2,33.9,0,11,13,56,28,19,48,27,1017.8,1014.7,1,2,23.4,31.7,No
1/27/2014,16.5,33.4,0,12.8,13.2,54,19,17,48,23,1020.3,1016.5,0,1,22.3,31.3,No
